Dates,Links
Daily Price Report - 18 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230518_e.pdf
Daily Price Report - 17 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230517.pdf
Daily Price Report - 16 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230516_e.pdf
Daily Price Report - 15 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230515_e.pdf
Daily Price Report - 12 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230512_e_0.pdf
Daily Price Report - 11 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230511_e_0.pdf
Daily Price Report - 10 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230510.pdf
Daily Price Report - 09 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230509_e.pdf
Daily Price Report - 08 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230508_e.pdf
Daily Price Report - 04 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230504_e.pdf
Daily Price Report - 03 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230503_e.pdf
Daily Price Report - 02 May 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230502.pdf
Daily Price Report - 28 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230428e.pdf
Daily Price Report - 27 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230427.pdf
Daily Price Report - 26 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230426_e.pdf
Daily Price Report - 25 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230425_e.pdf
Daily Price Report - 24 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230424_e.pdf
Daily Price Report - 21 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230421_e.pdf
Daily Price Report - 20 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230420_e.pdf
Daily Price Report - 19 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230419_e.pdf
Daily Price Report - 18 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230418_e.pdf
Daily Price Report - 17 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230417e.pdf
Daily Price Report - 12 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230412e.pdf
Daily Price Report - 11 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230411.pdf
Daily Price Report - 10 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230410_e.pdf
Daily Price Report - 06 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230406_e.pdf
Daily Price Report - 04 April 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230404_e.pdf
Daily Price Report - 03 April 2023 ,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230403_e.pdf
Daily Price Report - 31 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230331_e.pdf
Daily Price Report - 30 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230330_e.pdf
Daily Price Report - 29 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230329.pdf
Daily Price Report - 28 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230328e.pdf
Daily Price Report - 27 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230327_e.pdf
Daily Price Report - 24 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230324_e.pdf
Daily Price Report - 23 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230323_e.pdf
Daily Price Report - 22 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230322_e.pdf
Daily Price Report - 21 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230321e.pdf
Daily Price Report - 20 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230320.pdf
Daily Price Report - 17 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230317.pdf
Daily Price Report - 16 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230316.pdf
Daily Price Report - 15 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230315.pdf
Daily Price Report - 14 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230314.pdf
Daily Price Report - 13 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230313e.pdf
Daily Price Report - 10 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230310_e.pdf
Daily Price Report - 09 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230309e.pdf
Daily Price Report - 08 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230308_e.pdf
Daily Price Report - 07 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230307_e.pdf
Daily Price Report - 03 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230303_e.pdf
Daily Price Report - 02 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230302.pdf
Daily Price Report - 01 March 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230301_e.pdf
Daily Price Report - 28 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230228_e.pdf
Daily Price Report - 27 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230227_e.pdf
Daily Price Report - 24 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230224_e.pdf
Daily Price Report - 23 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230223e.pdf
Daily Price Report - 22 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230222_e.pdf
Daily Price Report - 21 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230221.pdf
Daily Price Report - 20 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230220.pdf
Daily Price Report - 17 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230217e.pdf
Daily Price Report - 16 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230216.pdf
Daily Price Report - 15 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230215e.pdf
Daily Price Report - 14 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230214_e.pdf
Daily Price Report - 13 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230213_e.pdf
Daily Price Report - 10 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230210.pdf
Daily Price Report - 09 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230209e.pdf
Daily Price Report - 08 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230208.pdf
Daily Price Report - 07 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230207_e.pdf
Daily Price Report - 06 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230206_e.pdf
Daily Price Report - 03 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230203_e.pdf
Daily Price Report - 02 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230202_e.pdf
Daily Price Report - 01 February 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230201.pdf
Daily Price Report - 31 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230131_e.pdf
Daily Price Report - 30 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230130.pdf
Daily Price Report - 27 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230127.pdf
Daily Price Report - 26 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230126e.pdf
Daily Price Report - 25 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230125_e.pdf
Daily Price Report - 24 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230124_e.pdf
Daily Price Report - 23 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230123_e.pdf
Daily Price Report - 20 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230120_e.pdf
Daily Price Report - 19 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230119.pdf
Daily Price Report - 18 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230118.pdf
Daily Price Report - 17 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230117_e.pdf
Daily Price Report - 13 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230113_e.pdf
Daily Price Report - 12 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230112_e.pdf
Daily Price Report - 11 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230111_e.pdf
Daily Price Report - 10 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230110e.pdf
Daily Price Report - 09 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230109e.pdf
Daily Price Report - 05 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230105_e.pdf
Daily Price Report - 04 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230104.pdf
Daily Price Report - 03 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230103_e_0.pdf
Daily Price Report - 02 January 2023,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20230102e.pdf
Daily Price Report - 30 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221230e.pdf
Daily Price Report - 29 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221229.pdf
Daily Price Report - 28 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221228e.pdf
Daily Price Report - 27 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221227e.pdf
Daily Price Report - 23 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221223e.pdf
Daily Price Report - 22 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221222e.pdf
Daily Price Report - 21 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221221e_0.pdf
Daily Price Report - 20 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221220e.pdf
Daily Price Report - 19 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221219e.pdf
Daily Price Report - 16 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221216e.pdf
Daily Price Report - 15 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221215e.pdf
Daily Price Report - 14 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221214e.pdf
Daily Price Report - 13 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221213.pdf
Daily Price Report - 12 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221212e.pdf
Daily Price Report - 09 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221209.pdf
Daily Price Report - 08 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221208e.pdf
Daily Price Report - 06 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221206e.pdf
Daily Price Report - 05 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221205.pdf
Daily Price Report - 02 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221202.pdf
Daily Price Report - 01 December 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221201.pdf
Daily Price Report - 30 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221130.pdf
Daily Price Report - 29 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221129.pdf
Daily Price Report - 28 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221128e.pdf
Daily Price Report - 25 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221125e.pdf
Daily Price Report - 24 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221124e.pdf
Daily Price Report - 23 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221123.pdf
Daily Price Report - 22 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221122e.pdf
Daily Price Report - 21 November 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221121e.pdf
Daily Price Report - 18 November 2021,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221118e.pdf
Daily Price Report - 17 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221117.pdf
Daily Price Report - 16 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221116.pdf
Daily Price Report - 15 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221115.pdf
Daily Price Report - 14 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221114e_0.pdf
Daily Price Report - 11 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221111.pdf
Daily Price Report - 10 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221110.pdf
Daily Price Report - 09 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221109e.pdf
Daily Price Report - 08 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221108e.pdf
Daily Price Report - 04 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221104.pdf
Daily Price Report - 03 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221103.pdf
Daily Price Report - 02 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221102e.pdf
Daily Price Report - 01 November 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221101.pdf
Daily Price Report - 31 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221031e.pdf
Daily Price Report - 28 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221028e.pdf
Daily Price Report - 27 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221027e.pdf
Daily Price Report - 26 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221026.pdf
Daily Price Report - 25 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221025e.pdf
Daily Price Report - 21 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221021.pdf
Daily Price Report - 20 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221020.pdf
Daily Price Report - 19 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221019.pdf
Daily Price Report - 18 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221018.pdf
Daily Price Report - 17 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221017.pdf
Daily Price Report - 14 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221014.pdf
Daily Price Report - 13 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221013.pdf
Daily Price Report - 12 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221012e.pdf
Daily Price Report - 11 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221011.pdf
Daily Price Report - 07 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221007.pdf
Daily Price Report - 06 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221006.pdf
Daily Price Report - 05 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221005.pdf
Daily Price Report - 04 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221004.pdf
Daily Price Report - 03 October 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20221003.pdf
Daily Price Report - 30 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220930.pdf
Daily Price Report - 29 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220929e.pdf
Daily Price Report - 28 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220928.pdf
Daily Price Report - 27 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220927e.pdf
Daily Price Report - 26 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220926e.pdf
Daily Price Report - 23 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220923.pdf
Daily Price Report - 22 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220922.pdf
Daily Price Report - 21 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220921e.pdf
Daily Price Report - 20 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220920.pdf
Daily Price Report - 19 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220919e.pdf
Daily Price Report - 16 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220916e.pdf
Daily Price Report - 15 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220915e.pdf
Daily Price Report - 14 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220914.pdf
Daily Price Report - 13 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220913.pdf
Daily Price Report - 12 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220912.pdf
Daily Price Report - 09 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220909e.pdf
Daily Price Report - 08 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220908.pdf
Daily Price Report - 07 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220907.pdf
Daily Price Report - 06 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220906e.pdf
Daily Price Report - 05 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220905.pdf
Daily Price Report - 02 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220902.pdf
Daily Price Report - 01 September 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220901.pdf
Daily Price Report - 31 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220831.pdf
Daily Price Report - 30 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220830e.pdf
Daily Price Report - 29 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220829e.pdf
Daily Price Report - 26 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220826e.pdf
Daily Price Report - 25 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220825e.pdf
Daily Price Report - 24 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220824.pdf
Daily Price Report - 23 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220823e.pdf
Daily Price Report - 22 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220822.pdf
Daily Price Report - 19 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220819.pdf
Daily Price Report - 18 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220818e.pdf
Daily Price Report - 17 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220817.pdf
Daily Price Report - 16 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220816e.pdf
Daily Price Report - 15 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220815e.pdf
Daily Price Report - 12 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220812e.pdf
Daily Price Report - 10 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220810e.pdf
Daily Price Report - 09 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220809.pdf
Daily Price Report - 08 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220808.pdf
Daily Price Report - 05 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220805.pdf
Daily Price Report - 04 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220804.pdf
Daily Price Report - 03 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220803.pdf
Daily Price Report - 02 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220802.pdf
Daily Price Report - 01 August 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220801.pdf
Daily Price Report - 29 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220729.pdf
Daily Price Report - 28 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220728e.pdf
Daily Price Report - 27 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220727e.pdf
Daily Price Report - 26 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220726e.pdf
Daily Price Report - 25 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220725e.pdf
Daily Price Report - 22 July 2022,https://www.cbsl.gov.lk/sites/default/files/cbslweb_documents/statistics/pricerpt/price_report_20220722.pdf
